Date,Name,Year,Letterboxd URI,Rating
2023-03-08,Without Warning!,1952,https://boxd.it/1vIk,2
2023-03-08,The Ghost Galleon,1974,https://boxd.it/1qks,1.5
2023-03-09,Valentine,2001,https://boxd.it/1UVI,3
2023-03-11,Devil in the Flesh 2,2000,https://boxd.it/Ply,1.5
2023-03-11,Trick 'r Treat,2007,https://boxd.it/1zvE,3.5
2023-03-11,Voodoo Lagoon,2007,https://boxd.it/4b9g,0.5
2023-03-12,BloodRayne,2005,https://boxd.it/5dxm,1
2023-03-13,Night of the Demons 2,1994,https://boxd.it/1wLE,1.5
2023-03-13,The Return of the Living Dead,1985,https://boxd.it/1V3W,3.5
2023-03-13,Return of the Living Dead Part II,1988,https://boxd.it/1wL0,1
2023-03-13,The Shadow,1994,https://boxd.it/1ZKK,1.5
2023-03-14,Sirens,1994,https://boxd.it/1RO0,3.5
2023-03-14,The Voyeur,1994,https://boxd.it/2lo2,3
2023-03-14,Angel Eyes,1993,https://boxd.it/1oEU,1
2023-03-15,Demon Wind,1990,https://boxd.it/jky,1.5
2023-03-15,Fatal Exam,1990,https://boxd.it/97rK,1
2023-03-15,Black Cobra,1976,https://boxd.it/1mh0,1.5
2023-03-19,Bloody Birthday,1981,https://boxd.it/rAO,3
2023-03-20,Massacre at Central High,1976,https://boxd.it/1Ksm,2.5
2023-03-21,Nightmare in Badham County,1976,https://boxd.it/3nVk,3
2023-03-21,The House on Sorority Row,1983,https://boxd.it/12b2,2
2023-03-22,Sorority House Massacre II,1990,https://boxd.it/11Mm,1
2023-03-22,Two Evil Eyes,1990,https://boxd.it/1njc,1.5
2023-03-22,Critters,1986,https://boxd.it/24Sk,1.5
2023-03-22,Critters 2,1988,https://boxd.it/1X1y,2
2023-03-23,Witchery,1988,https://boxd.it/24jE,1
2023-03-26,The Purge,2013,https://boxd.it/4Xg0,2.5
2023-03-26,Blood Frenzy,1987,https://boxd.it/30mG,1
2023-03-26,Batman,1989,https://boxd.it/2aIU,3
2023-03-28,Frightmare,1981,https://boxd.it/30eW,1.5
2023-03-28,Phantom of the Mall: Eric's Revenge,1989,https://boxd.it/33Nq,1
2023-03-29,Kinjite: Forbidden Subjects,1989,https://boxd.it/iC2,1
2023-03-29,Night of the Demons III,1997,https://boxd.it/12mO,0.5
2023-03-29,Groundhog Day,1993,https://boxd.it/2b3e,5
2023-03-29,Predator 2,1990,https://boxd.it/2aY4,2.5
2023-03-30,Late Night Trains,1974,https://boxd.it/12KQ,2.5
2023-03-30,Catacombs,1988,https://boxd.it/3GQI,1.5
2023-04-01,Cherry Tree,2015,https://boxd.it/bxau,2
2023-04-01,The Invisible Man Returns,1940,https://boxd.it/1pDo,2
2023-04-01,Tremors 2: Aftershocks,1996,https://boxd.it/1UIk,2
2023-04-02,The Hazing,2004,https://boxd.it/1rnM,3
2023-04-02,The Fog,2005,https://boxd.it/29C2,2.5
2023-04-03,Amadeus,1984,https://boxd.it/2aH8,5
2023-04-03,The Playgirls and the Vampire,1960,https://boxd.it/17LO,1
2023-04-04,The Ironbound Vampire,1994,https://boxd.it/6nC4,1
2023-04-07,The Fly,1986,https://boxd.it/1YIe,4
2023-04-09,300: Rise of an Empire,2014,https://boxd.it/xaC,2
2023-04-09,The Fly II,1989,https://boxd.it/1WuE,2
2023-04-10,Pumpkinhead II: Blood Wings,1994,https://boxd.it/1bAK,1.5
2023-04-11,Don't Go in the Woods,1981,https://boxd.it/QK0,2.5
2023-04-12,Braindead,1992,https://boxd.it/29Gy,3
2023-04-13,The Two-Headed Spy,1958,https://boxd.it/4f9a,2
2023-04-14,The Skeleton Key,2005,https://boxd.it/1XxE,3
2023-04-15,Screamers,1995,https://boxd.it/1Z9Y,2.5
2023-04-16,Carnival of Souls,1998,https://boxd.it/122E,1.5
2023-04-16,Children of the Corn,1984,https://boxd.it/1ViW,1.5
2023-04-17,Scooby-Doo! and KISS: Rock and Roll Mystery,2015,https://boxd.it/bFiw,3
2023-04-17,Lake Placid,1999,https://boxd.it/1XIC,3
2023-04-18,But I'm a Cheerleader,1999,https://boxd.it/1CW4,3
2023-04-18,Head Count,2018,https://boxd.it/k5t2,4
2023-04-18,Death Wish,2018,https://boxd.it/dRqm,2
2023-04-19,The Legend of Bloody Mary,2008,https://boxd.it/eNA,1
2023-04-20,Tamara,2005,https://boxd.it/1WGq,2.5
2023-04-23,The Night Flier,1997,https://boxd.it/1Sdk,2.5
2023-04-23,Return of the Living Dead III,1993,https://boxd.it/1pTm,2
2023-04-24,Warrior Queen,1987,https://boxd.it/1leE,1
2023-04-25,The Device,2014,https://boxd.it/8Z4S,3
2023-04-25,The Thing on the Doorstep,2014,https://boxd.it/9p8G,1
2023-04-25,Creepshow,1982,https://boxd.it/1KqU,3.5
2023-04-26,House of the Dead,2003,https://boxd.it/1UJW,0.5
2023-04-26,Creepshow 2,1987,https://boxd.it/1Kq6,2
2023-04-30,Creep Van,2012,https://boxd.it/41dM,2
2023-05-01,Cam2Cam,2014,https://boxd.it/8WdM,1.5
2023-05-01,Starship Troopers 2: Hero of the Federation,2004,https://boxd.it/1WAC,1
2023-05-02,The Dorm That Dripped Blood,1982,https://boxd.it/uZ8,1
2023-05-05,Return to House on Haunted Hill,2007,https://boxd.it/1PTi,2
2023-05-05,House on Haunted Hill,1999,https://boxd.it/1TZE,2.5
2023-05-05,Bite,2015,https://boxd.it/bENS,2.5
2023-05-06,Murder by Phone,1982,https://boxd.it/2RJG,3
2023-05-06,Joy Ride,2001,https://boxd.it/1Vca,3
2023-05-06,Hollow Man,2000,https://boxd.it/1YP0,3
2023-05-10,Witchcraft V: Dance with the Devil,1993,https://boxd.it/5rJG,1
2023-05-10,M3GAN,2022,https://boxd.it/jxmG,3
2023-05-16,Frailty,2001,https://boxd.it/1Sqe,4.5
2023-05-20,The Artifice Girl,2022,https://boxd.it/B8tI,1.5
2023-05-21,Madison County,2011,https://boxd.it/2H1O,2.5
2023-05-21,Five Easy Pieces,1970,https://boxd.it/1tww,2.5
2023-05-24,John Wick,2014,https://boxd.it/7dEc,3
2023-05-25,John Wick: Chapter 2,2017,https://boxd.it/ayGu,2.5
2023-05-29,John Wick: Chapter 3 – Parabellum,2019,https://boxd.it/gmFw,2
2023-05-30,Robin Hood: Men in Tights,1993,https://boxd.it/20H8,1.5
2023-06-04,Yes Man,2008,https://boxd.it/1WPW,3
2023-06-05,Robin Hood,1973,https://boxd.it/1SRa,3
2023-06-07,Hospital Massacre,1981,https://boxd.it/6zg,3
2023-06-11,Valkyrie,2008,https://boxd.it/275g,2.5
2023-06-19,Point Break,1991,https://boxd.it/2958,4.5
2023-06-27,The Great Train Robbery,1903,https://boxd.it/22JU,2
2023-06-27,The Thing,1982,https://boxd.it/294O,4
2023-06-30,Spider-Man: Across the Spider-Verse,2023,https://boxd.it/kSz4,4
2023-06-30,Predators,2010,https://boxd.it/1d9m,3
2023-06-30,Scream,1996,https://boxd.it/24EC,4
2023-07-03,Valerian and the City of a Thousand Planets,2017,https://boxd.it/biYY,2
2023-07-04,The Hunt,2020,https://boxd.it/iE9i,3
2023-07-05,Armageddon,1998,https://boxd.it/2b9Q,3
2023-07-09,Prey,2022,https://boxd.it/sNBU,3.5
2023-07-10,Interstellar,2014,https://boxd.it/4VZ8,3
2023-07-10,Nine to Five,1980,https://boxd.it/1F2S,3.5
2023-07-11,Three Thousand Years of Longing,2022,https://boxd.it/kmoy,2.5
2023-07-11,Orphan: First Kill,2022,https://boxd.it/sxZc,4
2023-07-11,American Sniper,2014,https://boxd.it/5LDy,2.5
2023-07-14,Midsommar,2019,https://boxd.it/jhxe,4.5
2023-07-14,Hard Ticket to Hawaii,1987,https://boxd.it/1uEw,3
2023-07-16,Captain Underpants: The First Epic Movie,2017,https://boxd.it/8312,3
2023-07-16,The Cabin in the Woods,2011,https://boxd.it/1zOc,4
2023-07-16,Traffic,2000,https://boxd.it/27Ue,3.5
2023-07-17,Circle,2015,https://boxd.it/b5So,3
2023-07-17,The Meg,2018,https://boxd.it/bAL4,2
2023-07-17,Evil Dead Rise,2023,https://boxd.it/qIvo,4
2023-07-18,The Whale,2022,https://boxd.it/tw4c,3
2023-07-18,The Cabinet of Dr. Caligari,1920,https://boxd.it/2aOo,2.5
2023-07-18,You're Next,2011,https://boxd.it/2WWK,4
2023-07-23,I Am Legend,2007,https://boxd.it/21DG,4
2023-07-24,Alien³,1992,https://boxd.it/20zS,2
2023-07-24,Audition,1999,https://boxd.it/1UHm,4
2023-07-25,Jack-Jack Attack,2005,https://boxd.it/1P6q,3.5
2023-07-29,The Long Hair of Death,1964,https://boxd.it/2USc,2
2023-07-31,Pretty in Pink,1986,https://boxd.it/1TEw,3
2023-07-31,Jojo Rabbit,2019,https://boxd.it/iEBG,4.5
2023-08-04,Broken Blossoms,1919,https://boxd.it/29kC,2
2023-08-08,Argo,2012,https://boxd.it/2czU,3
2023-08-11,Annabelle,2014,https://boxd.it/7l84,2.5
2023-08-11,Sinister,2012,https://boxd.it/2TnW,4
2023-08-16,Hereditary,2018,https://boxd.it/hNVe,4.5
2023-08-16,Thir13en Ghosts,2001,https://boxd.it/1YPO,2
2023-08-26,The Fox and the Hound,1981,https://boxd.it/1V0o,3
2023-08-26,Xtro,1982,https://boxd.it/1v1q,2.5
2023-08-26,The Witch,2015,https://boxd.it/9X0m,4.5
2023-08-27,The Witch Who Came from the Sea,1976,https://boxd.it/v2w,3
2023-08-27,Willow,1988,https://boxd.it/29t0,2.5
2023-08-28,Wrong Turn 3: Left for Dead,2009,https://boxd.it/1yJ6,2
2023-08-28,The World's Greatest Lover,1977,https://boxd.it/PbS,1.5
2023-08-29,Oppenheimer,2023,https://boxd.it/wUow,4
2023-08-29,Count Dracula's Great Love,1973,https://boxd.it/1rUc,1
2023-09-04,Slender Man,2018,https://boxd.it/fBcs,1.5
2023-09-04,Children of the Corn II: The Final Sacrifice,1992,https://boxd.it/1vco,1
2023-09-06,Scalps,1983,https://boxd.it/22F4,3
2023-09-11,Big George Foreman,2023,https://boxd.it/x8vm,2
2023-09-12,Space Thing,1968,https://boxd.it/1l3Q,1
2023-09-12,Private Benjamin,1980,https://boxd.it/1VrY,2
2023-09-15,Jocks,1986,https://boxd.it/2fae,1.5
2023-09-15,Hobgoblins,1988,https://boxd.it/1jwQ,2
2023-09-17,The Wild Party,1975,https://boxd.it/3LfW,1.5
2023-09-18,Death on the Nile,2022,https://boxd.it/ifpg,2.5
2023-09-20,Duck Soup,1933,https://boxd.it/25PG,3
2023-09-20,The Crawlers,1991,https://boxd.it/3Dcq,1
2023-09-21,Color Out of Space,2019,https://boxd.it/k1HY,3
2023-09-26,Red Heat,1988,https://boxd.it/1Yga,2
2023-09-26,Sweet Sixteen,1983,https://boxd.it/2J54,1.5
2023-09-27,Nocturne,2020,https://boxd.it/nTaK,3
2023-09-27,Black Mirror: Shut Up and Dance,2016,https://boxd.it/hRRq,4.5
2023-09-27,Alien Resurrection,1997,https://boxd.it/20zI,2
2023-09-28,Beware! The Blob,1972,https://boxd.it/10sK,1.5
2023-09-29,Pledge Night,1990,https://boxd.it/2rYq,2
2023-09-30,Dead Men Don't Wear Plaid,1982,https://boxd.it/1YFE,2
2023-09-30,The Babysitter,2017,https://boxd.it/eP1w,3.5
2023-10-04,Asylum,2008,https://boxd.it/1FFA,2
2023-10-04,Wicked Lake,2008,https://boxd.it/1vwI,0.5
2023-10-06,Child's Play,1988,https://boxd.it/1VTo,3
2023-10-08,Thinner,1996,https://boxd.it/1WDQ,2.5
2023-10-09,Eight Legged Freaks,2002,https://boxd.it/1ZIa,1
2023-10-10,Malignant,2021,https://boxd.it/mViE,3.5
2023-10-10,Revenge of the Nerds II: Nerds in Paradise,1987,https://boxd.it/1Jxg,1.5
2023-10-15,The Blair Witch Project,1999,https://boxd.it/26ua,3.5
2023-10-15,The Last of the Mohicans,1992,https://boxd.it/1YSo,4.5
2023-10-15,Candyman,1992,https://boxd.it/1Ys6,4
2023-10-16,The Wicker Man,2006,https://boxd.it/1XZS,2
2023-10-18,Eerie Fairy Tales,2019,https://boxd.it/oqcu,2.5
2023-10-19,Boo,2005,https://boxd.it/1DS8,1
2023-10-20,Creep Nation,2019,https://boxd.it/lI3Y,3
2023-10-23,Totally Killer,2023,https://boxd.it/AOpG,3
2023-10-24,Crypto,2019,https://boxd.it/kOHS,2
2023-10-25,The Day After Tomorrow,2004,https://boxd.it/2aog,2
2023-10-26,Muppets Haunted Mansion,2021,https://boxd.it/vaTw,2
2023-10-30,Creepshow 3,2006,https://boxd.it/1Koa,0.5
2023-10-31,Summer of 84,2018,https://boxd.it/gQYe,3
2023-11-01,The 6th Friend,2016,https://boxd.it/fH4u,3
2023-11-01,The Immoral Mr. Teas,1959,https://boxd.it/22OA,1
2023-11-02,Black Christmas,2019,https://boxd.it/ka4G,2
2023-11-05,Vincent Price's Dracula,1986,https://boxd.it/68BA,2
2023-11-10,Trick or Treat,1952,https://boxd.it/2f9g,3
2023-11-10,The Skeleton Dance,1929,https://boxd.it/374E,3
2023-11-10,Galaxina,1980,https://boxd.it/1g0i,0.5
2023-11-13,The Mitchells vs. the Machines,2021,https://boxd.it/i7xm,4.5
2023-11-13,Candy Stripers,2006,https://boxd.it/wOG,1.5
2023-11-14,Fright Night 2: New Blood,2013,https://boxd.it/6ooC,3
2023-11-14,"Ruby Gillman, Teenage Kraken",2023,https://boxd.it/Dmne,1.5
2023-11-16,Hacksaw Ridge,2016,https://boxd.it/azew,3
2023-11-17,Twinky,1970,https://boxd.it/2Hsq,0.5
2023-11-17,Renfield,2023,https://boxd.it/o8vy,3.5
2023-11-17,Elemental,2023,https://boxd.it/ASiE,2.5
2023-11-17,The Adventure of Sherlock Holmes' Smarter Brother,1975,https://boxd.it/1mwa,2
2023-11-17,Supernova,2000,https://boxd.it/1WoQ,2.5
2023-11-18,Night School,1981,https://boxd.it/v14,2
2023-11-18,AVP: Alien vs. Predator,2004,https://boxd.it/2atU,3
2023-11-19,Aliens vs Predator: Requiem,2007,https://boxd.it/2ans,1.5
2023-11-19,See No Evil,2006,https://boxd.it/1XjM,2
2023-11-20,Sleepaway Camp,1983,https://boxd.it/1PSY,3
2023-11-20,Sleepaway Camp II: Unhappy Campers,1988,https://boxd.it/1e2c,2
2023-11-20,Scary Movie,2000,https://boxd.it/24CG,1.5
2023-11-20,Scary Movie 2,2001,https://boxd.it/24Cw,1
2023-11-20,My Tutor,1983,https://boxd.it/27ei,2
2023-11-22,Autopsy,2008,https://boxd.it/1Juc,2.5
2023-11-24,Dracula 3D,2012,https://boxd.it/4nxk,2
2023-11-24,The Beastmaster,1982,https://boxd.it/1K5s,2.5
2023-11-25,The Equalizer,2014,https://boxd.it/4TUK,4
2023-11-26,Lake Placid 2,2007,https://boxd.it/1Ji6,1
2023-11-26,Needful Things,1993,https://boxd.it/1VI6,2.5
2023-11-26,Payback,2021,https://boxd.it/mjBS,2.5
2023-11-27,Host,2020,https://boxd.it/r5O4,3.5
2023-11-27,Mortal Kombat,2021,https://boxd.it/gswA,2
2023-11-27,Crazy Lake,2016,https://boxd.it/gJMA,1.5
2023-11-27,Deal With the Devil,2018,https://boxd.it/kqQG,1.5
2023-12-05,House of the Dead 2,2005,https://boxd.it/1nO0,1
2023-12-06,Double Exposure,1982,https://boxd.it/tdC,2
2023-12-06,Beyond Loch Ness,2008,https://boxd.it/IyK,2
2023-12-06,Boarding Gate,2007,https://boxd.it/1Nug,2.5
2023-12-07,Blood and Black Lace,1964,https://boxd.it/1qme,3
2023-12-07,Boogeyman,2005,https://boxd.it/1ZtY,1.5
2023-12-08,Blood of Dracula,1957,https://boxd.it/3I84,1
2023-12-08,Hellraiser: Bloodline,1996,https://boxd.it/1ZSk,2.5
2023-12-08,Breaking In,2018,https://boxd.it/hXkC,2
2023-12-13,The Cheap Detective,1978,https://boxd.it/1NN8,2
2023-12-13,Two Thousand Maniacs!,1964,https://boxd.it/1q4k,2
2023-12-14,Beastmaster 2: Through the Portal of Time,1991,https://boxd.it/1rxi,2
2023-12-14,Dante's Inferno: An Animated Epic,2010,https://boxd.it/1i18,2
2023-12-14,Terminal Island,1973,https://boxd.it/3dmE,2.5
2023-12-14,Man of Steel,2013,https://boxd.it/FRk,3.5
2023-12-22,Hollow Man II,2006,https://boxd.it/1ZpM,1.5
2023-12-28,The Creeps,1997,https://boxd.it/2mc2,1
2023-12-28,Spirit Camp,2009,https://boxd.it/10YQ,1.5
2024-01-04,Final Exam,1981,https://boxd.it/11IE,1
2024-01-07,Grosse Pointe Blank,1997,https://boxd.it/1YGW,4.5
2024-01-07,Trapped,1982,https://boxd.it/KNs,2
2024-01-16,Lurking Fear,1994,https://boxd.it/So6,1
2024-01-16,No One Gets Out Alive,2021,https://boxd.it/rOay,3.5
2024-01-18,Joy Ride 2: Dead Ahead,2008,https://boxd.it/1JIy,1.5
2024-01-19,Children of the Corn V: Fields of Terror,1998,https://boxd.it/1vbU,1
2024-01-21,Talk to Me,2022,https://boxd.it/C6uQ,4
2024-01-21,The Swarm,1978,https://boxd.it/M5M,1
2024-01-25,Boogeyman 2,2007,https://boxd.it/1N7w,3
2024-01-26,Ice Spiders,2007,https://boxd.it/1IRa,1
2024-01-29,Leave the World Behind,2023,https://boxd.it/re0i,3
2024-01-31,Hulk,2003,https://boxd.it/27PS,3
2024-02-02,V for Vendetta,2005,https://boxd.it/29Ik,3
2024-02-04,Scar Crow,2009,https://boxd.it/4DM6,1.5
2024-02-04,Taboo,2002,https://boxd.it/3mgA,1
2024-02-04,Piranha,1995,https://boxd.it/IC8,2
2024-02-05,Don't Look Down,1998,https://boxd.it/jFc,1
2024-02-10,Wish Dragon,2021,https://boxd.it/k6w2,3
2024-02-15,Cries in the Night,1980,https://boxd.it/2qOY,1
2024-02-20,Blackbeard's Ghost,1968,https://boxd.it/1KuM,2.5
2024-02-23,Deadpool 2,2018,https://boxd.it/dlLM,2.5
2024-03-04,The Seamstress,2009,https://boxd.it/1A7y,1
2024-03-04,"I, Tonya",2017,https://boxd.it/dzR0,3.5
2024-03-04,Puppet Master,1989,https://boxd.it/1sOk,1.5
2024-03-06,Wrong Turn 5: Bloodlines,2012,https://boxd.it/474Q,1
2024-03-10,Napoleon,2023,https://boxd.it/shJM,2.5
2024-03-10,Winnie the Pooh: Blood and Honey,2023,https://boxd.it/B1rg,1
2024-03-11,"Good Morning, Vietnam",1987,https://boxd.it/29Aq,3
2024-03-12,Wrong Turn 6: Last Resort,2014,https://boxd.it/7FdI,1
2024-03-14,Lord of Illusions,1995,https://boxd.it/1Ztk,3
2024-03-14,Knock Knock,2015,https://boxd.it/7Q9s,3.5
2024-03-14,Electric Dreams,1984,https://boxd.it/1ERq,2.5
2024-03-14,Horror High,1973,https://boxd.it/1nB6,1
2024-03-15,The Autopsy of Jane Doe,2016,https://boxd.it/dUu2,4.5
2024-03-16,Toy Story 2,1999,https://boxd.it/29qq,4
2024-03-18,Leprechaun 3,1995,https://boxd.it/1Fme,1
2024-03-19,Dune: Part Two,2024,https://boxd.it/pUfA,4
2024-03-19,Lisa and the Devil,1973,https://boxd.it/232M,1.5
2024-03-19,The Super Mario Bros. Movie,2023,https://boxd.it/i8C8,2.5
2024-03-20,Absurd,1981,https://boxd.it/236k,0.5
2024-03-21,Unfriended,2014,https://boxd.it/8sXg,3
2024-03-21,National Lampoon's European Vacation,1985,https://boxd.it/1TTc,1
2024-03-21,Natural Born Killers,1994,https://boxd.it/2aNg,4
2024-03-25,The Pelican Brief,1993,https://boxd.it/1Xt8,3
2024-03-25,The Devil Inside Her,1977,https://boxd.it/1nem,1.5
2024-03-25,Frankenstein's Castle of Freaks,1974,https://boxd.it/25CC,0.5
2024-03-26,Jersey Shore Massacre,2014,https://boxd.it/8YvS,1
2024-03-26,Hack-O-Lantern,1988,https://boxd.it/3j00,1
2024-03-29,Piranha,1978,https://boxd.it/1wTI,2
2024-04-07,Wonka,2023,https://boxd.it/tCQm,3
2024-04-09,Hackers,1995,https://boxd.it/1WhU,2.5
2024-04-09,Skin: A History of Nudity in the Movies,2020,https://boxd.it/r5G0,2
2024-04-10,The Princess Bride,1987,https://boxd.it/26EY,5
2024-04-10,Austin Powers in Goldmember,2002,https://boxd.it/29xG,1.5
2024-04-11,Beyond Atlantis,1973,https://boxd.it/353Y,1
2024-04-11,Back to the Future,1985,https://boxd.it/2b8e,4.5
2024-04-14,The SpongeBob SquarePants Movie,2004,https://boxd.it/1SYq,3
2024-04-14,Arsenic and Old Lace,1944,https://boxd.it/2aRW,4
2024-04-15,Forgetting Sarah Marshall,2008,https://boxd.it/1XEq,4
2024-04-15,Leo,2023,https://boxd.it/EGzm,2
2024-04-15,The Bay,2012,https://boxd.it/43JK,3
2024-04-15,King Solomon's Mines,1985,https://boxd.it/1XGG,1.5
2024-04-16,Hellraiser,1987,https://boxd.it/1Zpi,3.5
2024-04-17,This Place Rules,2022,https://boxd.it/CJGm,2.5
2024-04-17,The Toy,1982,https://boxd.it/1yKe,1
2024-04-17,Trick or Treat,1986,https://boxd.it/1vPq,2
2024-04-17,Tron,1982,https://boxd.it/2b9w,2
2024-04-20,Get Him to the Greek,2010,https://boxd.it/1gyk,3
2024-04-22,Hellbound: Hellraiser II,1988,https://boxd.it/1ZfW,2
2024-04-23,Hellraiser III: Hell on Earth,1992,https://boxd.it/1TwW,2
2024-04-24,Hellraiser: Inferno,2000,https://boxd.it/1RCe,2.5
2024-04-30,The Killer Eye,1999,https://boxd.it/qs,2
2024-05-03,Vacancy 2: The First Cut,2008,https://boxd.it/1LQ0,2
2024-05-05,Fright Night,1985,https://boxd.it/1T4e,4
2024-05-10,The Ballad of Tam Lin,1970,https://boxd.it/49Y2,1
2024-05-10,They All Must Die!,1998,https://boxd.it/3Dew,0.5
2024-05-10,The Boogey Man,1980,https://boxd.it/12cu,1.5
2024-05-11,Fury,2014,https://boxd.it/6JwC,4
2024-05-11,The Happening,2008,https://boxd.it/200o,1.5
2024-05-12,ABCs of Death 2,2014,https://boxd.it/5QbE,2
2024-05-16,The Phantom Carriage,1921,https://boxd.it/l4s,2
2024-05-16,Nosferatu,1922,https://boxd.it/29TM,2
2024-05-16,After.Life,2009,https://boxd.it/1aAY,3
2024-05-17,Oculus,2013,https://boxd.it/4W9M,3.5
2024-05-18,The Ballad of Buster Scruggs,2018,https://boxd.it/jB2q,4
2024-05-19,Finding Nemo,2003,https://boxd.it/72i,4
2024-05-21,Bad Lieutenant,1992,https://boxd.it/1Src,3
2024-05-21,Stardust,2007,https://boxd.it/272w,5
2024-05-22,The Searchers,1956,https://boxd.it/25HC,2
2024-05-22,Secondhand Lions,2003,https://boxd.it/1QHC,2.5
2024-05-23,The Gold Rush,1925,https://boxd.it/29ce,2
2024-05-23,The Frighteners,1996,https://boxd.it/1Vq2,3.5
2024-05-25,Catch-22,1970,https://boxd.it/1WrK,2.5
2024-05-25,Within Our Gates,1920,https://boxd.it/2GIC,2.5
2024-05-26,Daughter of Dracula,1972,https://boxd.it/5q6o,2
2024-05-26,The Time Machine,1960,https://boxd.it/27mQ,3
2024-05-26,Private School,1983,https://boxd.it/1Gf4,2
2024-05-26,Flatliners,1990,https://boxd.it/28D4,3.5
2024-05-26,Feast,2005,https://boxd.it/1Xag,2
2024-05-26,The Fifth Element,1997,https://boxd.it/71k,4.5
2024-05-28,Glass Onion,2022,https://boxd.it/oCkK,4
2024-05-29,The Town That Dreaded Sundown,1976,https://boxd.it/J3I,2
2024-05-29,Batman v Superman: Dawn of Justice,2016,https://boxd.it/6fBW,2.5
2024-05-30,The Texas Chain Saw Massacre,1974,https://boxd.it/1lcS,4
2024-05-31,Betting on Zero,2016,https://boxd.it/drPA,2
2024-05-31,Nope,2022,https://boxd.it/sDCe,3.5
2024-06-02,Raya and the Last Dragon,2021,https://boxd.it/jbkI,4.5
2024-06-02,Soul,2020,https://boxd.it/ioLA,4
2024-06-03,Turbo,2013,https://boxd.it/2Hzw,2
2024-06-03,The Birds,1963,https://boxd.it/2a6m,2.5
2024-06-05,Arlington Road,1999,https://boxd.it/295C,4
2024-06-05,There Will Be Blood,2007,https://boxd.it/20Z2,4
2024-06-06,10 Cloverfield Lane,2016,https://boxd.it/aZiu,4
2024-06-10,The Strangers,2008,https://boxd.it/1VGY,4
2024-06-10,Don't Look Back,2020,https://boxd.it/rVIC,2.5
2024-06-10,The Texas Chainsaw Massacre,2003,https://boxd.it/1YQs,3
2024-06-11,No One Will Save You,2023,https://boxd.it/uUO6,3.5
2024-06-11,The Others,2001,https://boxd.it/27Po,4
2024-06-11,Snow White and the Seven Dwarfs,1937,https://boxd.it/2arO,3.5
2024-06-11,Pinocchio,1940,https://boxd.it/1V8C,4
2024-06-11,Casablanca,1942,https://boxd.it/2aG0,4
2024-06-11,Rear Window,1954,https://boxd.it/2a6Q,2.5
2024-06-11,True Lies,1994,https://boxd.it/19pq,3
2024-06-11,The Ritual,2017,https://boxd.it/fo0I,4
2024-06-12,The Fountainhead,1949,https://boxd.it/1xgW,1
2024-06-12,Greyhound,2020,https://boxd.it/iIaE,3
2024-06-12,Shane Gillis: Beautiful Dogs,2023,https://boxd.it/Ijri,4
2024-06-13,Pride,2014,https://boxd.it/6TwM,5
2024-06-13,Forbidden Planet,1956,https://boxd.it/29vK,3.5
2024-06-13,Mary Poppins,1964,https://boxd.it/2aoA,2.5
2024-06-13,Blazing Saddles,1974,https://boxd.it/1UHQ,2
2024-06-13,Young Frankenstein,1974,https://boxd.it/25To,4
2024-06-13,Jaws,1975,https://boxd.it/2a5e,4
2024-06-13,Bram Stoker's Dracula,1992,https://boxd.it/223a,4.5
2024-06-14,The Big Short,2015,https://boxd.it/ajZw,4
2024-06-14,The Hangover,2009,https://boxd.it/1GjK,5
2024-06-14,Fantasia,1940,https://boxd.it/29HG,3
2024-06-14,Roger & Me,1989,https://boxd.it/289I,3.5
2024-06-15,Compelling Evidence,1995,https://boxd.it/1mxC,0.5
2024-06-15,A Nightmare on Elm Street: The Dream Child,1989,https://boxd.it/1WWe,1.5
2024-06-16,"I Love You, Man",2009,https://boxd.it/1JZu,3.5
2024-06-17,Indiana Jones and the Kingdom of the Crystal Skull,2008,https://boxd.it/2aR8,1.5
2024-06-17,Raiders of the Lost Ark,1981,https://boxd.it/2bbs,4.5
2024-06-17,Avatar,2009,https://boxd.it/1Efm,4
2024-06-18,Escape Room,2019,https://boxd.it/iYlS,3.5
2024-06-18,The Color of Money,1986,https://boxd.it/1SSM,3
2024-06-20,Candy Land,2022,https://boxd.it/v9SW,3.5
2024-06-20,Truck Stop Women,1974,https://boxd.it/3f0K,1
2024-06-20,The Terminator,1984,https://boxd.it/2aQY,4
2024-06-21,Drag Me to Hell,2009,https://boxd.it/1Jzw,2.5
2024-06-21,mother!,2017,https://boxd.it/dgRU,3
2024-06-21,Terminator 2: Judgment Day,1991,https://boxd.it/2aGY,4
2024-06-21,The Matrix,1999,https://boxd.it/2a1m,4.5
2024-06-22,Sicario,2015,https://boxd.it/8i7u,3.5
2024-06-22,Get Out,2017,https://boxd.it/eOCm,4.5
2024-06-22,The Sixth Sense,1999,https://boxd.it/29Js,4
2024-06-23,Lustful Addiction,2003,https://boxd.it/9XA,1
2024-06-23,The Mutilator,1984,https://boxd.it/11Ly,2
2024-07-03,Beetlejuice,1988,https://boxd.it/24QI,4
2024-07-03,The Social Network,2010,https://boxd.it/17ue,4
2024-07-04,Whiplash,2014,https://boxd.it/7bQA,4
2024-07-13,The 40 Year Old Virgin,2005,https://boxd.it/21hK,3.5
2024-07-13,300,2006,https://boxd.it/28XI,3
2024-07-13,Maximum Overdrive,1986,https://boxd.it/1XnO,1
2024-07-17,All the Boys Love Mandy Lane,2006,https://boxd.it/1Zmy,2.5
